2024-06-05 15:52:02,2024-06-05 15:52:12,6
2024-06-05 15:52:03,2024-06-05 15:52:13,6
2024-06-05 15:52:04,2024-06-05 15:52:14,6
2024-06-05 15:52:05,2024-06-05 15:52:15,6
2024-06-05 15:52:06,2024-06-05 15:52:16,6
2024-06-05 15:52:07,2024-06-05 15:52:17,7
2024-06-05 15:52:08,2024-06-05 15:52:18,7
2024-06-05 15:52:09,2024-06-05 15:52:19,7
2024-06-05 15:52:10,2024-06-05 15:52:20,7
2024-06-05 15:52:11,2024-06-05 15:52:21,7
2024-06-05 15:52:12,2024-06-05 15:52:22,7
2024-06-05 15:52:13,2024-06-05 15:52:23,8
2024-06-05 15:52:14,2024-06-05 15:52:24,8
2024-06-05 15:52:15,2024-06-05 15:52:25,8
2024-06-05 15:52:16,2024-06-05 15:52:26,8
2024-06-05 15:52:17,2024-06-05 15:52:27,8
2024-06-05 15:52:18,2024-06-05 15:52:28,8
2024-06-05 15:52:19,2024-06-05 15:52:29,8
2024-06-05 15:52:20,2024-06-05 15:52:30,8
2024-06-05 15:52:21,2024-06-05 15:52:31,8
2024-06-05 15:52:22,2024-06-05 15:52:32,8
2024-06-05 15:52:23,2024-06-05 15:52:33,6
2024-06-05 15:52:24,2024-06-05 15:52:34,6
2024-06-05 15:52:25,2024-06-05 15:52:35,6
2024-06-05 15:52:26,2024-06-05 15:52:36,6
2024-06-05 15:52:27,2024-06-05 15:52:37,7
2024-06-05 15:52:28,2024-06-05 15:52:38,7
2024-06-05 15:52:29,2024-06-05 15:52:39,8
2024-06-05 15:52:30,2024-06-05 15:52:40,8
2024-06-05 15:52:31,2024-06-05 15:52:41,8
2024-06-05 15:52:32,2024-06-05 15:52:42,8
2024-06-05 15:52:33,2024-06-05 15:52:43,8
2024-06-05 15:52:34,2024-06-05 15:52:44,8
2024-06-05 15:52:35,2024-06-05 15:52:45,8
2024-06-05 15:52:36,2024-06-05 15:52:46,8
2024-06-05 15:52:37,2024-06-05 15:52:47,8
2024-06-05 15:52:38,2024-06-05 15:52:48,8
2024-06-05 15:52:39,2024-06-05 15:52:49,8
2024-06-05 15:52:40,2024-06-05 15:52:50,8
2024-06-05 15:52:41,2024-06-05 15:52:51,8
2024-06-05 15:52:42,2024-06-05 15:52:52,8
2024-06-05 15:52:43,2024-06-05 15:52:53,8
2024-06-05 15:52:44,2024-06-05 15:52:54,8
2024-06-05 15:52:45,2024-06-05 15:52:55,8
2024-06-05 15:52:46,2024-06-05 15:52:56,8
2024-06-05 15:52:47,2024-06-05 15:52:57,8
2024-06-05 15:52:48,2024-06-05 15:52:58,8
2024-06-05 15:52:49,2024-06-05 15:52:59,8
2024-06-05 15:52:50,2024-06-05 15:53,8
2024-06-05 15:52:51,2024-06-05 15:53:01,8
2024-06-05 15:52:52,2024-06-05 15:53:02,8
2024-06-05 15:52:53,2024-06-05 15:53:03,8
2024-06-05 15:52:54,2024-06-05 15:53:04,8
2024-06-05 15:52:55,2024-06-05 15:53:05,8
2024-06-05 15:52:56,2024-06-05 15:53:06,8
2024-06-05 15:52:57,2024-06-05 15:53:07,8
2024-06-05 15:52:58,2024-06-05 15:53:08,8
2024-06-05 15:52:59,2024-06-05 15:53:09,8
2024-06-05 15:53,2024-06-05 15:53:10,8
2024-06-05 15:53:01,2024-06-05 15:53:11,8
2024-06-05 15:53:02,2024-06-05 15:53:12,8
2024-06-05 15:53:03,2024-06-05 15:53:13,8
2024-06-05 15:53:04,2024-06-05 15:53:14,8
2024-06-05 15:53:05,2024-06-05 15:53:15,8
2024-06-05 15:53:06,2024-06-05 15:53:16,8
2024-06-05 15:53:07,2024-06-05 15:53:17,6
2024-06-05 15:53:08,2024-06-05 15:53:18,6
2024-06-05 15:53:09,2024-06-05 15:53:19,6
